City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,port-vila,-17.7338,168.3219,22.78,78,100,5.14,VU,1723068878
365,tanout,14.9709,8.8879,26.84,70,100,6.95,NE,1723068879
366,richfield,44.8833,-93.283,23.52,70,100,3.6,US,1723068502
367,alice springs,-23.7,133.8833,6.75,81,0,0.0,AU,1723068881
368,tarko-sale,64.9225,77.785,11.56,65,100,5.11,RU,1723068882
369,vernon,50.2581,-119.2691,31.27,21,3,1.54,CA,1723068884
370,castillos,-34.1667,-53.8333,10.23,70,72,2.62,UY,1723068885
371,dahab,28.501,34.5134,32.81,28,0,2.49,EG,1723068886
372,tionk essil,12.7856,-16.5217,26.98,89,100,3.78,SN,1723068887
373,anadarko,35.0726,-98.2437,41.0,16,30,4.02,US,1723068888
374,shahr-e babak,30.1165,55.1186,26.84,10,0,2.94,IR,1723068889
375,harper,4.375,-7.7169,23.93,76,100,4.3,LR,1723068890
376,yaiza,28.9633,-13.7631,21.87,73,20,4.63,ES,1723068891
377,raychikhinsk,49.7838,129.4121,19.53,93,27,2.25,RU,1723068893
378,tynda,55.1667,124.7167,14.22,86,100,1.35,RU,1723068894
379,vorkuta,67.5,64.0,6.17,77,11,2.49,RU,1723068895
380,esperanza,19.5847,-70.9849,31.32,88,98,3.27,DO,1723068896
381,forest,37.3638,-79.2897,27.75,85,40,4.63,US,1723068854
382,sao miguel do araguaia,-13.275,-50.1628,26.79,23,0,1.56,BR,1723068898
383,taradale,-39.5333,176.85,12.23,75,98,3.13,NZ,1723068899
384,slave lake,55.2834,-114.769,20.99,52,0,2.06,CA,1723068901
385,northport,33.229,-87.5772,35.9,52,0,3.6,US,1723068902
386,ciudad bolivar,8.1222,-63.5497,28.96,71,77,2.78,VE,1723068695
387,topolobampo,25.6,-109.05,33.95,49,20,7.2,MX,1723068906
388,wisconsin rapids,44.3836,-89.8174,25.66,56,40,3.09,US,1723068698
389,rio san juan,19.6439,-70.0763,28.31,83,98,6.56,DO,1723068909
390,skhira,34.2992,10.07,25.82,75,0,2.57,TN,1723068910
391,syktyvkar,61.6764,50.8099,13.85,88,0,3.0,RU,1723068911
392,lompoc,34.6391,-120.4579,28.66,62,0,5.66,US,1723068912
393,hechuan,29.9947,106.2572,32.27,73,81,1.37,CN,1723068914
394,bellefonte,40.9134,-77.7783,22.13,95,100,5.14,US,1723068915
395,buala,-8.145,159.5921,27.33,80,99,3.49,SB,1723068916
396,san patricio,28.017,-97.5169,36.41,38,18,6.41,US,1723068917
397,kudymkar,59.0173,54.656,12.46,86,100,3.25,RU,1723068918
398,arkhangel'sk,64.5401,40.5433,10.06,87,0,2.0,RU,1723068919
399,guarapari,-20.6667,-40.4975,22.72,79,1,6.94,BR,1723068921
400,port lincoln,-34.7333,135.8667,14.18,54,100,8.43,AU,1723068922
401,thabazimbi,-24.5917,27.4116,15.35,32,0,2.14,ZA,1723068923
402,hargeysa,9.56,44.065,23.41,54,27,10.48,SO,1723068924
403,ruidoso,33.3317,-105.673,29.59,30,75,4.63,US,1723068925
404,bahia de caraquez,-0.6,-80.4167,27.1,80,87,4.0,EC,1723068926
405,shimo-furano,43.35,142.3833,23.22,98,100,0.47,JP,1723068927
406,qui nhon,13.7667,109.2333,25.81,83,18,1.91,VN,1723068928
407,nemuro,43.3236,145.575,17.13,100,100,3.65,JP,1723068930
408,malango,-2.9627,119.9001,17.31,99,59,1.07,ID,1723068931
409,miles city,46.4083,-105.8406,21.54,56,100,6.69,US,1723068932
410,novobod,39.0108,70.1508,18.9,39,0,1.28,TJ,1723068933
411,abepura,-2.6333,140.5833,24.45,94,20,0.51,ID,1723068934
412,kinel',53.2333,50.65,16.58,83,28,2.68,RU,1723068935
413,tocopilla,-22.092,-70.1979,18.03,69,3,7.49,CL,1723068713
414,rio verde de mato grosso,-18.9181,-54.8442,27.57,25,0,1.69,BR,1723068939
415,patacamaya,-17.2333,-67.9167,10.97,8,0,7.17,BO,1723068940
416,robertsport,6.7533,-11.3686,25.32,79,97,6.16,LR,1723068941
417,rawson,-43.3002,-65.1023,5.29,61,29,3.5,AR,1723068942
418,dalandzadgad,43.5708,104.425,23.44,46,100,3.79,MN,1723068943
419,constitucion,-35.3333,-72.4167,8.55,74,0,4.82,CL,1723068945
420,lospalos,-8.5186,127.0025,19.7,91,9,2.79,TL,1723068947
421,sirte,31.2089,16.5887,28.06,72,0,7.53,LY,1723068948
422,selfoss,63.9331,-20.9971,12.8,85,81,2.54,IS,1723068949
423,halifax,44.6453,-63.5724,21.94,74,20,6.69,CA,1723068912
424,aral,40.5156,81.2636,25.02,49,1,2.07,CN,1723068951
425,pitrufquen,-38.9833,-72.65,11.01,66,0,3.6,CL,1723068953
426,nieuw amsterdam,5.8833,-55.0833,29.01,74,40,2.06,SR,1723068954
427,zavodskoy,43.4597,132.2922,19.77,100,100,1.0,RU,1723068955
428,leh,34.1667,77.5833,14.89,51,68,2.61,IN,1723068956
429,vicuna mackenna,-33.9197,-64.3922,7.08,69,48,8.92,AR,1723068957
430,aykhal,66.0,111.5,13.43,61,92,4.26,RU,1723068958
431,kisanga,-7.4362,37.7034,20.84,72,7,1.88,TZ,1723068959
432,charters towers,-20.1,146.2667,16.3,84,3,4.26,AU,1723068961
433,alagapuram,11.8871,78.9176,26.56,79,100,1.16,IN,1723068962
434,porto novo,6.4965,2.6036,25.9,82,100,4.29,BJ,1723068963
435,chegdomyn,51.1167,133.0167,20.07,71,55,0.47,RU,1723068964
436,wynyard,-41.0,145.7167,10.77,91,100,4.12,AU,1723068965
437,bamboo flat,11.7,92.7167,25.05,94,75,0.51,IN,1723068966
438,arteche,12.2645,125.4048,25.0,93,32,2.08,PH,1723068968
439,aldama,22.9167,-98.0667,31.32,52,11,4.91,MX,1723068969
440,ribeira brava,32.65,-17.0667,25.0,81,9,1.19,PT,1723068970
441,berastagi,3.1929,98.5092,16.15,99,100,1.53,ID,1723068971
442,tumut,-35.3,148.2167,6.48,79,3,1.29,AU,1723068972
443,port macquarie,-31.4333,152.9167,12.82,87,99,1.34,AU,1723068975
444,anloga,5.7947,0.8973,24.56,82,100,6.22,GH,1723068850
445,richmond hill,43.8711,-79.4372,24.59,54,0,4.17,CA,1723068209
446,ulsteinvik,62.3432,5.8487,16.28,82,100,2.24,NO,1723068978
447,villanueva,15.3167,-88.0,30.55,70,20,7.2,HN,1723068979
448,villa gesell,-37.2639,-56.973,9.47,89,100,10.14,AR,1723068980
449,celestun,20.8667,-90.4,30.38,69,72,4.64,MX,1723068981
450,alenquer,-1.9417,-54.7383,29.65,56,47,1.63,BR,1723068983
451,guiuan,11.0333,125.7247,28.98,76,39,4.48,PH,1723068984
452,natal,-5.795,-35.2094,24.36,100,20,3.6,BR,1723068630
453,akureyri,65.6835,-18.0878,8.96,87,100,1.03,IS,1723068986
454,poronaysk,49.2167,143.1167,16.75,93,100,1.64,RU,1723068987
455,brookings,44.3114,-96.7984,23.43,83,100,2.57,US,1723068988
456,tateyama,34.9833,139.8667,26.96,89,40,0.51,JP,1723068989
457,san matias,-16.3667,-58.4,31.3,27,28,1.56,BO,1723068991
458,inverloch,-38.6333,145.7167,6.7,80,100,3.28,AU,1723068992
459,beloyarskiy,63.7119,66.6722,6.21,95,0,1.45,RU,1723068993
460,along,28.1667,94.7667,21.29,99,83,0.41,IN,1723068994
461,berdigestyakh,62.0989,126.6992,11.43,71,3,1.5,RU,1723068995
462,pyhaselka,62.4333,29.9667,12.44,80,6,1.76,FI,1723068996
463,ghadamis,30.1337,9.5007,32.05,37,0,6.82,LY,1723068997
464,kavaratti,10.5669,72.642,27.36,83,100,6.18,IN,1723068998
465,mashi,12.9784,7.9529,25.01,81,99,4.3,NG,1723069000
466,guigang,23.0964,109.6092,25.89,89,0,1.66,CN,1723069001
467,minas de marcona,-15.2119,-75.1103,10.56,87,86,8.31,PE,1723069002
468,flin flon,54.7682,-101.865,15.91,59,75,3.09,CA,1723069004
469,same,-4.0667,37.7333,20.2,81,75,0.98,TZ,1723069005
470,salur,18.5333,83.2167,25.51,82,100,1.42,IN,1723069006
471,measham,52.7064,-1.5064,17.04,73,40,5.14,GB,1723069008
472,funafuti,-8.5243,179.1942,30.0,79,75,5.14,TV,1723069009
473,midelt,32.6852,-4.7451,27.48,21,74,5.14,MA,1723069010
474,casper,42.8666,-106.3131,29.33,33,0,4.63,US,1723069011
475,waingapu,-9.6567,120.2641,23.21,85,31,3.74,ID,1723069012
476,putla villa de guerrero,17.0333,-97.9333,27.45,84,88,1.85,MX,1723069014
477,kingston,17.997,-76.7936,31.53,74,20,8.23,JM,1723068339
478,south benfleet,51.553,0.5596,18.34,74,20,4.47,GB,1723069016
479,kalmunai,7.4167,81.8167,26.53,85,100,3.46,LK,1723069017
480,winkler,49.1817,-97.941,21.1,49,100,6.17,CA,1723068903
481,jackson,42.4165,-122.8345,36.32,21,100,0.89,US,1723068939
482,xilin hot,43.9667,116.0333,19.62,57,76,0.88,CN,1723069020
483,khandyga,62.6667,135.6,11.5,87,8,1.11,RU,1723069022
484,novoorsk,51.381,58.9813,17.36,87,65,2.15,RU,1723069023
485,happy valley-goose bay,53.3168,-60.3315,16.17,82,75,1.54,CA,1723068808
486,ivanteyevka,55.9711,37.9208,19.32,83,86,0.45,RU,1723069025
487,christchurch,-43.5333,172.6333,11.85,75,100,3.09,NZ,1723068954
488,east london,-33.0153,27.9116,19.26,31,30,1.89,ZA,1723069027
489,sumbe,-11.2061,13.8437,20.48,87,61,4.05,AO,1723069028
490,dalnerechensk,45.9339,133.7225,20.76,92,0,1.27,RU,1723069030
491,shchyolkino,45.4291,35.8223,25.19,59,1,2.43,UA,1723069031
492,rongelap,11.1635,166.8941,28.38,76,94,6.15,MH,1723069032
493,ust'-kut,56.7938,105.7672,15.41,95,97,2.27,RU,1723069033
494,al bawiti,28.3492,28.8659,30.0,33,0,3.6,EG,1723069034
495,el colomo,19.05,-104.25,31.99,70,51,4.44,MX,1723069035
496,moyynkum,44.2914,72.9469,26.48,26,0,1.53,KZ,1723069037
497,coyhaique,-45.5752,-72.0662,2.34,87,100,2.53,CL,1723068978
498,qamdo,31.1667,97.2333,7.52,83,100,1.92,CN,1723069039
499,yaring,6.8662,101.3689,25.0,88,89,1.58,TH,1723069040
500,kamaishi,39.2667,141.8833,25.06,85,38,0.51,JP,1723069041
501,trincomalee,8.5711,81.2335,26.91,79,81,6.7,LK,1723069042
502,nova xavantina,-14.6667,-52.35,26.63,31,0,2.1,BR,1723069044
503,tromso,69.6496,18.957,17.01,63,0,1.03,NO,1723069045
504,quesnel,52.9999,-122.5029,27.28,29,0,4.12,CA,1723069046
505,filey,54.21,-0.2892,15.44,79,60,3.58,GB,1723069047
506,tofol,5.3248,163.0078,28.71,71,78,3.82,FM,1723069048
507,ambato boeny,-16.4667,46.7167,18.3,63,0,1.09,MG,1723069049
508,sanibel,26.449,-82.0223,32.04,75,0,0.45,US,1723068800
509,concepcion,-36.827,-73.0498,9.89,71,0,3.6,CL,1723068753
510,soio,-6.1349,12.3689,20.99,86,31,3.45,AO,1723069054
511,poli,-3.3333,36.8,14.93,90,69,2.76,TZ,1723069055
512,tinguindin,19.75,-102.4833,23.83,68,98,1.84,MX,1723069056
513,paphos,34.7667,32.4167,24.88,73,0,3.09,CY,1723069034
514,nizhniy ingash,56.2,96.53,14.62,98,76,2.79,RU,1723069058
515,iskushuban,10.2837,50.23,29.87,47,43,9.3,SO,1723069060
516,knyaze-volkonskoye,48.4642,135.4567,21.19,92,98,1.48,RU,1723069061
517,boende,-0.2167,20.8667,24.84,72,88,1.29,CD,1723069062
518,bermejo,-32.8833,-68.8,7.95,36,20,3.09,AR,1723069063
519,banikoara,11.2985,2.4386,22.99,96,100,1.83,BJ,1723069064
520,nyurba,63.2842,118.3319,12.31,74,54,1.85,RU,1723069065
521,usinsk,65.9939,57.5281,10.06,71,7,4.13,RU,1723069067
522,paracuru,-3.41,-39.0306,26.73,86,13,6.6,BR,1723069068
523,savanna-la-mar,18.219,-78.1332,27.18,81,100,0.47,JM,1723069069
524,richland center,43.3347,-90.3868,25.99,62,11,2.02,US,1723069070
525,la ronge,55.1001,-105.2842,17.14,42,75,5.14,CA,1723069072
526,northam,51.0333,-4.2167,15.9,90,100,5.09,GB,1723069073
527,touros,-5.1989,-35.4608,24.25,79,4,6.29,BR,1723069076
528,labytnangi,66.6572,66.4183,7.0,84,3,1.06,RU,1723069077
529,sehwan,26.4279,67.863,30.96,70,75,3.27,PK,1723069078
530,gizo,-8.103,156.8419,27.35,80,91,5.47,SB,1723069079
531,saint-pierre,-21.3393,55.4781,18.82,68,0,2.57,RE,1723069081
532,ketchikan,55.3422,-131.6461,20.19,48,0,1.63,US,1723069082
533,vikhorevka,56.1201,101.1636,15.77,98,98,1.98,RU,1723069083
534,vila franca do campo,37.7167,-25.4333,23.23,89,75,3.39,PT,1723069084
535,gaspe,48.8334,-64.4819,19.12,55,40,0.0,CA,1723068833
536,ulladulla,-35.35,150.4667,9.59,64,7,2.13,AU,1723069086
537,jiuquan,39.7432,98.5174,24.5,29,100,11.62,CN,1723069087
538,princes risborough,51.7255,-0.8314,16.33,81,95,4.5,GB,1723069089
539,brooks,50.5834,-111.8851,17.79,65,88,5.66,CA,1723068994
540,al jawf,29.5,38.75,28.57,12,2,3.08,SA,1723069091
541,salinopolis,-0.6136,-47.3561,26.89,80,72,5.36,BR,1723069092
542,tamanrasset,22.785,5.5228,27.95,15,0,2.06,DZ,1723069093
543,kolding,55.4904,9.4722,14.2,100,100,0.0,DK,1723069094
544,macau,22.2006,113.5461,29.89,84,20,3.6,MO,1723068659
545,cassilandia,-19.1133,-51.7342,26.3,27,0,2.36,BR,1723069096
546,tucuma,-0.1833,-50.05,27.33,76,50,3.28,BR,1723069098
547,devonport,-41.1667,146.35,11.16,97,100,4.65,AU,1723069099
548,bedford,52.1346,-0.4663,16.84,76,97,4.75,GB,1723069065
549,shimoda,34.6667,138.95,27.28,82,3,1.06,JP,1723069101
550,kimbe,-5.5502,150.1429,26.49,84,35,2.1,PG,1723069102
551,oral,51.2333,51.3667,16.99,94,0,2.0,KZ,1723069103
552,singkil,-7.9855,111.4161,23.62,88,75,2.9,ID,1723069104
553,keta,5.9179,0.9879,25.12,79,100,5.71,GH,1723068940
554,khovd,48.0056,91.6419,18.01,43,95,2.75,MN,1723069107
555,himatnagar,23.6,72.95,26.03,84,100,5.27,IN,1723069108
556,dejen,10.1667,38.1333,12.33,89,100,1.06,ET,1723069109
557,betio village,1.358,172.9211,30.02,64,88,1.53,KI,1723069110
558,juneau,58.3019,-134.4197,25.06,100,0,4.63,US,1723068926
559,at taj,24.2049,23.2857,31.25,17,3,4.46,LY,1723069113
560,messini,37.0511,22.0078,28.99,73,0,1.03,GR,1723069115
561,kotlas,61.2611,46.6556,12.22,88,100,2.03,RU,1723069116
562,antalaha,-14.9003,50.2788,21.19,64,47,2.57,MG,1723069117
563,naryn,41.4287,75.9911,10.7,54,0,2.97,KG,1723069118
564,fougamou,-1.2154,10.5838,22.74,86,100,1.5,GA,1723069063
565,ghat,24.9647,10.1728,33.65,11,5,6.96,LY,1723069120
566,markaz-e woluswali-ye achin,34.1258,70.7078,27.68,70,34,0.87,AF,1723069121
567,nguigmi,14.2495,13.1092,29.53,62,100,2.69,NE,1723069122
568,jauharabad,32.2898,72.2813,33.06,60,4,2.83,PK,1723069124
569,sao joao da barra,-21.6403,-41.0511,23.05,81,0,11.16,BR,1723069125
570,mejit,10.2753,170.8646,27.77,78,92,3.7,MH,1723069126
571,ca mau,9.1769,105.15,25.17,89,32,1.34,VN,1723069127
572,kismayo,-0.3582,42.5454,24.68,80,100,6.69,SO,1723069128
573,kudahuvadhoo,2.6708,72.8944,27.13,80,100,7.46,MV,1723069129
574,barra do bugres,-15.0725,-57.1811,29.69,23,0,2.13,BR,1723069130
